ID_RUAS,NO_RUAS,NAMA_RUAS,PANGKAL_RUAS,UJUNG_RUAS,LINGKUNGAN,ID_KELURAHAN,KODE_KELURAHAN,KELURAHAN,ID_KECAMATAN,,KECAMATAN,PANJANG,LEBAR,BAHU_JALAN,ID_PERKERASAN,PERKERASAN,ID_KONDISI,KONDISI,UTILITAS,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,GEOMETRY,IMAGE
190,190,JLN GG DAHLIA,JL. GANG RT 03 RW 02,JL. ANGGREK,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,179.4525402,1.5,0,3,BETON,4,RUSAK BERAT,SALURAN KANAN JALAN,112.2181995,-8.172309547,112.2182103,-8.171498409,112.2182186,-8.170687194,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.218162217,-8.171991421],[112.218162221,-8.171990725],[112.21816627,-8.171741866],[112.218166283,-8.171741315],[112.218177227,-8.171394664],[112.218181115,-8.171096075],[112.218182275,-8.170687092],[112.218184084,-8.170675919],[112.218189269,-8.170665849],[112.218197323,-8.170657869],[112.218207459,-8.17065276],[112.218218683,-8.170651021],[112.218229896,-8.170652823],[112.218240002,-8.170657989],[112.218248012,-8.170666015],[112.21825314,-8.170676113],[112.218254885,-8.170687297],[112.218253724,-8.171096463],[112.218253722,-8.171096831],[112.218249827,-8.171395937],[112.218249812,-8.171396605],[112.218238866,-8.171743314],[112.218234828,-8.17199155],[112.218235792,-8.172309438],[112.218234049,-8.172320621],[112.218228923,-8.172330721],[112.218220916,-8.172338748],[112.218210811,-8.172343916],[112.218199597,-8.172345721],[112.218188373,-8.172343984],[112.218178236,-8.172338876],[112.21817018,-8.172330898],[112.218164993,-8.172320829],[112.218163182,-8.172309656],[112.218162217,-8.171991421]]]]}",190.jpg
191,191,JLN GG RT 2 RW 2,JL. GANG RT 03 RW 02,JL. ANGGREK,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,104.0273112,3,0,3,BETON,4,RUSAK BERAT,,112.2178991,-8.170645087,112.2178965,-8.171115283,112.2178899,-8.171585471,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.21792912,-8.170958497],[112.217934623,-8.171194585],[112.217934625,-8.171196203],[112.217926202,-8.17158625],[112.217924184,-8.171597387],[112.217918811,-8.171607358],[112.217910608,-8.171615187],[112.217900379,-8.171620107],[112.217889124,-8.171621637],[112.217877946,-8.171619626],[112.217867939,-8.171614273],[112.217860082,-8.171606099],[112.217855144,-8.171595907],[112.217853609,-8.171584693],[112.217862014,-8.171195456],[112.217856511,-8.170959398],[112.217856508,-8.170957839],[112.217862763,-8.170644368],[112.217864762,-8.170633227],[112.217870119,-8.170623247],[112.217878309,-8.170615405],[112.21788853,-8.170610468],[112.217899782,-8.17060892],[112.217910963,-8.170610912],[112.21792098,-8.17061625],[112.21792885,-8.17062441],[112.217933805,-8.170634594],[112.217935358,-8.170645806],[112.21792912,-8.170958497]]]]}",191.jpg
192,192,JLN DAHLIA,JL. DAHLIA RT 03 RW 02,JL. MELATI RT 06 RW 02,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,720.0263891,4,"1,5/0,7",1,HOTMIX,3,RUSAK RINGAN,SALURAN KIRI JALAN,112.2171907,-8.172262336,112.2204537,-8.172423224,112.2237165,-8.172587202,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.218087861,-8.172271337],[112.21820015,-8.172273379],[112.218201115,-8.172273409],[112.218952872,-8.172307036],[112.218953246,-8.172307054],[112.219695302,-8.17234788],[112.22029804,-8.172377162],[112.220298567,-8.172377191],[112.220841125,-8.172411428],[112.222106603,-8.172472197],[112.222106714,-8.172472202],[112.223079275,-8.172521893],[112.223511413,-8.172539721],[112.223511908,-8.172539744],[112.223718467,-8.172551083],[112.223729571,-8.172553466],[112.223739393,-8.172559151],[112.223746971,-8.172567582],[112.223751563,-8.172577933],[112.22375272,-8.172589192],[112.223750329,-8.172600256],[112.223744623,-8.172610042],[112.223736162,-8.172617593],[112.223725773,-8.172622168],[112.223714473,-8.172623321],[112.223508161,-8.172611996],[112.223076093,-8.172594172],[112.223075736,-8.172594155],[112.222103051,-8.172544458],[112.220837356,-8.172483678],[112.220836809,-8.172483648],[112.22029424,-8.172449411],[112.219691649,-8.172420136],[112.219691416,-8.172420124],[112.218949429,-8.172379302],[112.218198342,-8.172345706],[112.218085949,-8.172343662],[112.218084778,-8.172343622],[112.217188899,-8.172298463],[112.217177784,-8.17229613],[112.217167937,-8.172290489],[112.217160321,-8.172282092],[112.217155682,-8.172271761],[112.217154474,-8.172260508],[112.217156816,-8.172249433],[112.217162477,-8.172239621],[112.217170905,-8.172232033],[112.217181273,-8.172227411],[112.217192567,-8.172226208],[112.218087861,-8.172271337]]]]}",192.jpg
193,193,JLN DAHLIA GG III,JL. GANG RT 03 RW 02,JL. ANGGREK RT 02 RW 03,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,168.6113345,3,"1/0,5",2,ASPAL,2,SEDANG,,112.2189512,-8.172343173,112.2189635,-8.171580992,112.2189802,-8.170818895,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.218924976,-8.171691755],[112.218924979,-8.171691579],[112.218933335,-8.171279999],[112.218933337,-8.171279903],[112.218943942,-8.170818067],[112.218945975,-8.170806933],[112.218951362,-8.170796969],[112.218959576,-8.170789151],[112.218969812,-8.170784245],[112.218981068,-8.17078273],[112.218992244,-8.170784756],[112.219002244,-8.170790124],[112.21901009,-8.170798307],[112.219015014,-8.170808506],[112.219016534,-8.170819722],[112.219005929,-8.17128151],[112.218997576,-8.171692954],[112.218987545,-8.172343728],[112.218985596,-8.172354878],[112.218980285,-8.172364882],[112.21897213,-8.172372761],[112.218961932,-8.172377744],[112.218950687,-8.172379343],[112.218939496,-8.172377401],[112.218929456,-8.172372108],[112.218921548,-8.172363983],[112.218916548,-8.172353822],[112.218914943,-8.172342617],[112.218924976,-8.171691755]]]]}",193.jpg
194,194,JLN ANGGREK GG II,JL. GANG RT 02 RW 02,JL. BASUKI RAHMAT,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,218.2337421,2,0,2,ASPAL,4,RUSAK BERAT,SALURAN KIRI DAN KANAN JALAN,112.2189802,-8.170818895,112.2190174,-8.169833116,112.2190919,-8.168849313,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.218954607,-8.170375333],[112.218954615,-8.170375053],[112.218963386,-8.170099859],[112.218963446,-8.170098628],[112.218981814,-8.169821011],[112.218981827,-8.169820828],[112.219004862,-8.169497735],[112.219004867,-8.169497657],[112.219025623,-8.169215248],[112.219025645,-8.169214956],[112.219055746,-8.168846379],[112.219058426,-8.168835382],[112.219064387,-8.168825747],[112.219073044,-8.16881842],[112.219083549,-8.168814117],[112.219094875,-8.168813259],[112.219105913,-8.16881593],[112.219115582,-8.168821869],[112.219122936,-8.168830494],[112.219127255,-8.168840962],[112.219128116,-8.168852247],[112.219098028,-8.169220678],[112.219077286,-8.169502901],[112.219054261,-8.169825862],[112.21903594,-8.170102772],[112.219027193,-8.17037721],[112.219016533,-8.170819763],[112.219014487,-8.170830895],[112.219009089,-8.170840853],[112.219000867,-8.170848662],[112.218990625,-8.170853557],[112.218979367,-8.170855058],[112.218968194,-8.17085302],[112.2189582,-8.170847642],[112.218950363,-8.170839449],[112.218945451,-8.170829245],[112.218943943,-8.170818027],[112.218954607,-8.170375333]]]]}",194.jpg
195,195,JLN NUSA INDAH,JL. NUSA INDAH RT 04 RW 01,JL BASUKI RAHMAT,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,217.4293252,5,"1,5/2",1,HOTMIX,3,RUSAK RINGAN,SALURAN KIRI DAN KANAN JALAN,112.2208879,-8.171128987,112.220955,-8.170148275,112.2210381,-8.169168861,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.220909166,-8.170279336],[112.220909177,-8.170279186],[112.220952956,-8.169671292],[112.220953031,-8.169670408],[112.221001925,-8.169165387],[112.221004771,-8.169154431],[112.221010876,-8.169144887],[112.221019642,-8.169137689],[112.221030211,-8.169133543],[112.221041548,-8.169132854],[112.221052545,-8.16913569],[112.221062124,-8.169141773],[112.221069347,-8.169150507],[112.221073508,-8.169161038],[112.2210742,-8.169172334],[112.221025348,-8.169676913],[112.220981606,-8.170284289],[112.22092415,-8.171131426],[112.220921621,-8.171142459],[112.220915794,-8.171152174],[112.220907238,-8.171159619],[112.220896793,-8.171164066],[112.22088548,-8.171165078],[112.220874406,-8.171162558],[112.220864656,-8.171156752],[112.220857184,-8.171148228],[112.220852722,-8.17113782],[112.220851705,-8.171126548],[112.220909166,-8.170279336]]]]}",195.jpg
196,196,JLN ANGGREK GG II,JL. GANG RT 05 RW 02,JL. BASUKI RAHMAT RT 04 RW 02,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,201.6676978,2,0,2,ASPAL,2,SEDANG,,112.2229153,-8.171314284,112.2229991,-8.170406601,112.2230923,-8.169500036,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.222922973,-8.170732381],[112.222923134,-8.170730754],[112.222967549,-8.170365329],[112.223006745,-8.169851571],[112.223006985,-8.16984934],[112.223056336,-8.169495063],[112.223059638,-8.169484234],[112.223066137,-8.169474952],[112.223075197,-8.169468125],[112.22308593,-8.169464422],[112.223097287,-8.169464205],[112.223108155,-8.169467496],[112.223117471,-8.169473971],[112.223124322,-8.169482998],[112.223128038,-8.169493693],[112.223128256,-8.169505009],[112.22307906,-8.169858175],[112.223039888,-8.170371618],[112.223039729,-8.170373225],[112.222995316,-8.17073864],[112.222951514,-8.171317006],[112.222948898,-8.171328019],[112.222942994,-8.171337688],[112.222934381,-8.171345066],[112.222923901,-8.171349431],[112.22291258,-8.171350355],[112.222901526,-8.171347748],[112.222891822,-8.171341866],[112.222884418,-8.171333284],[112.222880037,-8.171322842],[112.22287911,-8.171311562],[112.222922973,-8.170732381]]]]}",196.jpg
197,197,JLN MELATI,JL. MELATI RT 05 RW 01,JL. BASUKI RAHMAT,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,195.7055809,4,"0,5/1",1,HOTMIX,2,SEDANG,SUNGAI KANAN JALAN,112.223869,-8.171423859,112.2239757,-8.170545563,112.2240582,-8.169664608,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.223931379,-8.170634909],[112.223949891,-8.170424951],[112.223949912,-8.170424727],[112.224022029,-8.169661219],[112.22402485,-8.169650255],[112.224030932,-8.169640697],[112.224039681,-8.169633479],[112.22405024,-8.169629309],[112.224061576,-8.169628594],[112.224072579,-8.169631404],[112.224082172,-8.169637464],[112.224089416,-8.169646181],[112.224093602,-8.169656703],[112.22409432,-8.169667998],[112.224022213,-8.170431394],[112.224003653,-8.170641901],[112.224003512,-8.170643221],[112.223905044,-8.171428344],[112.22390189,-8.171439217],[112.223895518,-8.171448586],[112.223886552,-8.171455535],[112.22387587,-8.171459383],[112.223864517,-8.171459753],[112.223853605,-8.171456611],[112.223844202,-8.171450262],[112.223837228,-8.171441328],[112.223833366,-8.171430685],[112.223832994,-8.171419373],[112.223931379,-8.170634909]]]]}",197.jpg
198,198,JLN BASUKI RAHMAT,JL. GANG MELATI RT 06 RW 02,BATAS DESA SUKOREJO,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,401.1417219,6,"1,5/1,5",1,HOTMIX,1,BAIK,,112.2240582,-8.169664608,112.2257851,-8.17023712,112.2275149,-8.170800266,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.22448238,-8.16975802],[112.224483389,-8.169758349],[112.225406332,-8.170073733],[112.226208873,-8.170339174],[112.226713101,-8.170500171],[112.227066042,-8.170604266],[112.22706781,-8.170604837],[112.227526978,-8.170766151],[112.227536968,-8.170771538],[112.227544798,-8.170779737],[112.227549702,-8.170789945],[112.227551199,-8.170801164],[112.227549145,-8.170812295],[112.227543738,-8.170822249],[112.22753551,-8.17083005],[112.227525264,-8.170834936],[112.227514005,-8.170836429],[112.227502833,-8.170834382],[112.227044541,-8.170673375],[112.226692103,-8.170569428],[112.226691329,-8.17056919],[112.226186535,-8.170408013],[112.226186176,-8.170407896],[112.225383286,-8.17014234],[112.225382947,-8.170142226],[112.224460335,-8.169826955],[112.224047405,-8.169699154],[112.224037218,-8.169694147],[112.224029083,-8.169686249],[112.224023795,-8.169676232],[112.224021873,-8.169665078],[112.224023504,-8.169653878],[112.224028529,-8.169643728],[112.224036455,-8.169635622],[112.224046508,-8.169630353],[112.224057703,-8.169628437],[112.224068944,-8.169630063],[112.22448238,-8.16975802]]]]}",198.jpg
199,199,JLN KENANGA,JL. KENANGA RT 04 RW 03,SUNGAI PARIT AGUNG,BULU,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,235.6605345,3,1/1,2,ASPAL,2,SEDANG,,112.2249793,-8.160735075,112.2249714,-8.159669754,112.2249175,-8.158605705,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.224940907,-8.159976208],[112.224937744,-8.159723448],[112.224881282,-8.158607527],[112.224882492,-8.158596273],[112.224887133,-8.158585943],[112.22489475,-8.158577548],[112.224904598,-8.158571908],[112.224915712,-8.158569577],[112.224927006,-8.158570783],[112.224937373,-8.158575407],[112.224945799,-8.158582996],[112.224951459,-8.158592809],[112.224953798,-8.158603884],[112.225010295,-8.15972049],[112.225010338,-8.15972186],[112.225013512,-8.159975483],[112.225013515,-8.159975837],[112.225015562,-8.160734978],[112.225013815,-8.160746161],[112.225008686,-8.160756259],[112.225000676,-8.160764283],[112.22499057,-8.160769448],[112.224979356,-8.160771249],[112.224968132,-8.160769508],[112.224957998,-8.160764397],[112.224949945,-8.160756416],[112.224944761,-8.160746346],[112.224942954,-8.160735172],[112.224940907,-8.159976208]]]]}",199.jpg
200,200,JLN TANTULAR,JL. BASUKI RAHMAT RT 06 RW 02,SUNGAI PARIT AGUNG,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,186.8575941,3,"0,3/0,3",1,HOTMIX,3,RUSAK RINGAN,,112.2153616,-8.170145451,112.215426,-8.170867652,112.2158335,-8.171335631,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.215355326,-8.170463847],[112.215355293,-8.170464083],[112.215317708,-8.170729553],[112.21531112,-8.170781086],[112.21531265,-8.170808473],[112.215322208,-8.17081715],[112.215849135,-8.170888196],[112.215857985,-8.170890551],[112.215865962,-8.170895039],[112.215885217,-8.170909337],[112.215892012,-8.170915921],[112.215896866,-8.170924032],[112.215899447,-8.170933119],[112.215906803,-8.170983344],[112.215906976,-8.170992426],[112.215869604,-8.17133949],[112.21586664,-8.171350416],[112.215860433,-8.171359895],[112.21585159,-8.171366998],[112.215840977,-8.171371031],[112.215829633,-8.171371599],[112.215818668,-8.171368646],[112.215809155,-8.171362461],[112.215802026,-8.171353651],[112.215797978,-8.171343076],[112.215797408,-8.171331772],[112.21583429,-8.170989261],[112.215829799,-8.170958596],[112.215301254,-8.170887332],[112.215290766,-8.170884263],[112.215281671,-8.170878224],[112.215252774,-8.170851989],[112.215244437,-8.17084078],[112.215240977,-8.170827261],[112.215238438,-8.170781806],[112.215238673,-8.170775224],[112.215245711,-8.17072017],[112.215245776,-8.170719688],[112.215283378,-8.170454096],[112.215325639,-8.170140635],[112.215328894,-8.170129792],[112.215335352,-8.170120481],[112.215344382,-8.170113615],[112.215355099,-8.170109865],[112.215366454,-8.170109599],[112.215377337,-8.170112842],[112.215386681,-8.170119277],[112.215393572,-8.170128274],[112.215397335,-8.170138952],[112.215397603,-8.170150267],[112.215355326,-8.170463847]]]]}",200.jpg
201,201,JLN TERATE,JL. GANG RT 04 RW 03,BATAS RT 04 RW 03,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,294.3124325,4,"1,5/1,7",1,HOTMIX,2,SEDANG,SALURAN KIRI DAN KANAN JALAN,112.2210381,-8.169168861,112.2211546,-8.167843383,112.2212605,-8.166517008,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.221066968,-8.168452474],[112.221129526,-8.167708347],[112.221224348,-8.166514155],[112.221227004,-8.166503152],[112.221232943,-8.166493504],[112.221241583,-8.166486157],[112.221252079,-8.166481831],[112.221263403,-8.166480947],[112.221274447,-8.166483594],[112.221284129,-8.166489511],[112.221291502,-8.16649812],[112.221295845,-8.166508578],[112.221296731,-8.166519862],[112.221201903,-8.167714136],[112.221201889,-8.167714302],[112.221139313,-8.168458641],[112.221139291,-8.168458896],[112.221074218,-8.169172136],[112.221071433,-8.169183108],[112.221065381,-8.169192686],[112.221056655,-8.169199931],[112.221046109,-8.169204135],[112.221034776,-8.169204886],[112.221023764,-8.169202111],[112.221014151,-8.169196081],[112.22100688,-8.169187387],[112.221002661,-8.169176879],[112.221001907,-8.169165586],[112.221066968,-8.168452474]]]]}",201.jpg
202,202,JLN TERATE GG II,JLN TERATAI,JL. KENANGA RT 04 RW 03,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,343.3117905,3,"0,1/0,2",2,ASPAL,2,SEDANG,SALURAN KIRI DAN KANAN JALAN,112.2241845,-8.168755215,112.2226497,-8.16863269,112.2211031,-8.168455621,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.224020511,-8.168796419],[112.224018173,-8.168796415],[112.223691546,-8.16878544],[112.223690315,-8.168785377],[112.223420178,-8.168767142],[112.223265371,-8.16876761],[112.223259589,-8.168767166],[112.223187572,-8.168755816],[112.222978727,-8.168751718],[112.222977445,-8.16875167],[112.222770888,-8.168740331],[112.222761285,-8.168738489],[112.222752524,-8.168734161],[112.22270006,-8.168698751],[112.22265419,-8.168669861],[112.222018183,-8.168579603],[112.221615926,-8.168525968],[112.221100718,-8.168491715],[112.221089642,-8.168489204],[112.221079887,-8.168483406],[112.221072408,-8.168474888],[112.221067937,-8.168464484],[112.221066911,-8.168453213],[112.221069431,-8.168442177],[112.22107525,-8.168432458],[112.221083798,-8.168425005],[112.22109424,-8.16842055],[112.221105552,-8.168419528],[112.221621963,-8.168453861],[112.221624362,-8.1684541],[112.222027966,-8.168507915],[112.222028269,-8.168507957],[112.222672131,-8.16859933],[112.22268641,-8.168604565],[112.222739342,-8.168637903],[112.222740305,-8.168638531],[112.222784921,-8.168668644],[112.222980799,-8.168679397],[112.223191496,-8.168683531],[112.223196453,-8.168683969],[112.22326806,-8.168695254],[112.223421242,-8.168694791],[112.223423806,-8.168694874],[112.223694609,-8.168713154],[112.224019452,-8.16872407],[112.224183342,-8.168719058],[112.22419461,-8.168720485],[112.224204884,-8.168725311],[112.224213159,-8.168733065],[112.224218623,-8.168742986],[112.224220744,-8.168754105],[112.224219312,-8.168765332],[112.224214468,-8.168775569],[112.224206686,-8.168783814],[112.224196729,-8.168789259],[112.22418557,-8.168791372],[112.224020511,-8.168796419]]]]}",202.jpg
203,203,JLN TERATAI GG I,JLN TERATAI,JL. KENANGA RT 04 RW 03,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,343.3062859,3,"1,7/1,7",2,ASPAL,4,RUSAK BERAT,,112.2242783,-8.167831088,112.2227214,-8.167788319,112.2211657,-8.167711283,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.223802382,-8.167861519],[112.223801767,-8.167861506],[112.223352662,-8.167848508],[112.223352507,-8.167848503],[112.22282414,-8.167830957],[112.222823081,-8.167830907],[112.222201181,-8.167792121],[112.221637301,-8.167762748],[112.221164532,-8.167747438],[112.221153377,-8.167745305],[112.221143429,-8.167739842],[112.221135663,-8.167731583],[112.221130837,-8.167721338],[112.221129426,-8.167710108],[112.221131566,-8.167698993],[112.221137049,-8.167689081],[112.221145337,-8.167681342],[112.22115562,-8.167676535],[112.221166891,-8.167675128],[112.221640018,-8.16769045],[112.221640734,-8.16769048],[112.222205158,-8.167719882],[112.222205531,-8.167719903],[112.222827088,-8.167758667],[112.223354848,-8.167776193],[112.223803569,-8.16778918],[112.224278761,-8.167794917],[112.224289957,-8.167796823],[112.224300014,-8.167802083],[112.224307948,-8.167810182],[112.224312982,-8.167820327],[112.224314623,-8.167831526],[112.22431271,-8.167842682],[112.224307431,-8.167852704],[112.224299303,-8.167860609],[112.22428912,-8.167865624],[112.224277881,-8.167867259],[112.223802382,-8.167861519]]]]}",203.jpg
204,204,JLN TERATAI,JL. GANG RT 02 RW 01,JLN RAYA BARAT,WONWOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,159.2676487,3,0,1,HOTMIX,2,SEDANG,,112.2158335,-8.171335631,112.2165237,-8.171547999,112.217218,-8.171747809,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.216219137,-8.171426716],[112.216588303,-8.171528226],[112.216588755,-8.171528353],[112.217228101,-8.171713066],[112.217238382,-8.17171788],[112.217246666,-8.171725623],[112.217252143,-8.171735538],[112.217254277,-8.171746654],[112.21725286,-8.171757883],[112.217248029,-8.171768126],[112.217240258,-8.17177638],[112.217230307,-8.171781838],[112.21721915,-8.171783964],[112.21720788,-8.171782552],[112.21656876,-8.171597904],[112.216198854,-8.171496191],[112.216196937,-8.171495606],[112.215821931,-8.171369917],[112.215811864,-8.171364675],[112.215803915,-8.17135659],[112.215798864,-8.171346454],[112.215797203,-8.171335258],[112.215799095,-8.171324098],[112.215804356,-8.171314068],[112.215812471,-8.171306148],[112.215822644,-8.171301114],[112.215833881,-8.171299459],[112.215845081,-8.171301345],[112.216219137,-8.171426716]]]]}",204.jpg
205,205,JLN RT 02 RW 01,JL. GANG RT 02 RW 01,ANAK ALIRAN SUNGAI BOGEL,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,70.91813673,2,1/1,4,PAVING,4,RUSAK BERAT,,112.2158335,-8.171335631,112.2158069,-8.171655146,112.2157802,-8.17197466,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.215816387,-8.171977656],[112.215813687,-8.17198865],[112.21580771,-8.171998274],[112.21579904,-8.172005586],[112.215788527,-8.172009871],[112.2157772,-8.17201071],[112.215766167,-8.17200802],[112.215756508,-8.172002064],[112.215749169,-8.171993426],[112.215744868,-8.171982951],[112.215744026,-8.171971665],[112.215797325,-8.171332635],[112.215800025,-8.171321642],[112.215806003,-8.171312018],[112.215814672,-8.171304706],[112.215825185,-8.17130042],[112.215836513,-8.171299582],[112.215847546,-8.171302272],[112.215857205,-8.171308228],[112.215864544,-8.171316866],[112.215868845,-8.171327341],[112.215869686,-8.171338627],[112.215816387,-8.171977656]]]]}",205.jpg
206,206,JLN TERATAI GG I,JL. GANG RT 02 RW 01,ANAK ALIRAN SUNGAI BOGEL,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,124.0645224,3,0,3,BETON,2,SEDANG,,112.2165786,-8.171563097,112.2165006,-8.172118468,112.2164427,-8.172676142,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.216574526,-8.171817141],[112.216544135,-8.172063033],[112.216544128,-8.172063088],[112.216490342,-8.172492816],[112.21647897,-8.172678346],[112.216476512,-8.172689396],[112.216470748,-8.172699148],[112.216462242,-8.172706648],[112.216451825,-8.172711162],[112.216440519,-8.172712248],[112.216429429,-8.172709799],[112.216419642,-8.172704056],[112.216412114,-8.17269558],[112.216407584,-8.172685202],[112.216406494,-8.172673936],[112.216417936,-8.172487266],[112.216418147,-8.172484995],[112.216472072,-8.172054162],[112.216502541,-8.171807644],[112.216502727,-8.171806337],[112.216542798,-8.171557368],[112.216546329,-8.171546611],[112.216553023,-8.171537468],[112.216562225,-8.171530833],[112.216573035,-8.171527357],[112.216584393,-8.171527379],[112.21659519,-8.171530897],[112.216604366,-8.171537567],[112.216611025,-8.171546736],[112.216614514,-8.171557506],[112.216614492,-8.171568824],[112.216574526,-8.171817141]]]]}",206.jpg
207,207,JLN KAWII,JL. GANG RT 02 RW 01,ANAK ALIRAN SUNGAI BOGEL,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,207.9610017,4,"1,5/1",1,HOTMIX,1,BAIK,SALURAN KIRI JALAN,112.2141617,-8.168041025,112.2142283,-8.168978856,112.2142491,-8.169914301,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.214235689,-8.168605405],[112.214308135,-8.169538169],[112.214308241,-8.169540522],[112.214311438,-8.169803717],[112.214310471,-8.169812461],[112.214284388,-8.169922607],[112.214280082,-8.16993308],[112.214272739,-8.169941715],[112.214263078,-8.169947666],[112.214252043,-8.169950351],[112.214240716,-8.169949508],[112.214230205,-8.169945217],[112.214221539,-8.169937901],[112.214215566,-8.169928274],[112.214212871,-8.16991728],[112.214213718,-8.169905993],[112.21423878,-8.169800161],[112.214235651,-8.169542576],[112.21416328,-8.168610788],[112.214163252,-8.168610391],[112.214125516,-8.168043418],[112.214126547,-8.168032147],[112.214131023,-8.168021745],[112.214138505,-8.16801323],[112.214148263,-8.168007436],[112.214159339,-8.16800493],[112.214170651,-8.168005957],[112.214181091,-8.168010416],[112.214189637,-8.168017872],[112.214195452,-8.168027594],[112.214197967,-8.168038631],[112.214235689,-8.168605405]]]]}",207.jpg
208,208,JLN KESATREAN,JL. GANG RT 01 RW 01,ANAK ALIRAN SUNGAI BOGEL,WONOREJO,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,142.8084309,4,"0,5/0,7",1,HOTMIX,3,RUSAK RINGAN,SALURAN KANAN JALAN,112.2134946,-8.169775391,112.2134748,-8.170420718,112.2134551,-8.171066044,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.213491351,-8.171067147],[112.213489233,-8.171078266],[112.21348377,-8.171088189],[112.213475497,-8.171095944],[112.213465224,-8.171100773],[112.213453956,-8.171102201],[112.213442797,-8.171100091],[112.213432838,-8.171094648],[112.213425055,-8.171086405],[112.213420209,-8.171076168],[112.213418775,-8.171064941],[112.213458291,-8.169774288],[112.213460409,-8.169763169],[112.213465872,-8.169753246],[112.213474145,-8.169745491],[112.213484419,-8.169740663],[112.213495686,-8.169739234],[112.213506846,-8.169741345],[112.213516805,-8.169746788],[112.213524588,-8.169755031],[112.213529434,-8.169765267],[112.213530868,-8.169776494],[112.213491351,-8.171067147]]]]}",208.jpg
209,209,JLN ARJUNO GG I,JL. GANG RT 01 RW 01,JLN ARJUNO,BRUBUH,15,1004,KALIPANG,6,35.05.12,SUTOJAYAN,209.3825079,3,"0,5/0,5",2,ASPAL,2,SEDANG,,112.2160839,-8.168363062,112.2160067,-8.169306384,112.2159215,-8.170249051,"{""type"":""MultiPolygon"",""coordinates"":[[[[112.216074051,-8.16902611],[112.216073922,-8.169027546],[112.216036677,-8.169366079],[112.216034517,-8.169429331],[112.216034382,-8.169431457],[112.21595762,-8.170252406],[112.21595481,-8.170263372],[112.215948737,-8.170272936],[112.215939994,-8.170280162],[112.215929439,-8.170284343],[112.215918104,-8.170285068],[112.215907098,-8.170282269],[112.215897499,-8.170276217],[112.215890247,-8.170267507],[112.215886051,-8.170256989],[112.215885323,-8.170245695],[112.215961986,-8.169425807],[112.215964155,-8.16936226],[112.21596435,-8.169359548],[112.216001665,-8.169020379],[112.216047645,-8.168360556],[112.216050194,-8.168349527],[112.21605604,-8.168339823],[112.216064609,-8.168332394],[112.216075062,-8.168327967],[112.216086377,-8.168326975],[112.216097446,-8.168329515],[112.216107185,-8.16833534],[112.216114641,-8.168343877],[112.216119085,-8.168354293],[112.21612008,-8.168365567],[112.216074051,-8.16902611]]]]}",209.jpg
