ID_RUAS,NO_RUAS,NAMA_RUAS,PANGKAL_RUAS,UJUNG_RUAS,LINGKUNGAN,ID_KELURAHAN,KODE_KELURAHAN,KELURAHAN,ID_KECAMATAN,,KECAMATAN,PANJANG,LEBAR,BAHU_JALAN,ID_PERKERASAN,PERKERASAN,ID_KONDISI,KONDISI,UTILITAS,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,GEOMETRY,IMAGE
400,400,JALAN AHMAD YANI GANG 2,JALAN AHMAD YANI GANG 1,JALAN SUPRIADI,DADAPAN,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,116.2767891,3,"0,3",3,BETON,4,RUSAK BERAT,,112.2096902,-8.167077231,112.2091719,-8.166978814,112.2086499,-8.166903274,"{""type"":""MultiLineString"",""coordinates"":[[[112.209690199,-8.167077231],[112.209156776,-8.166975936],[112.208649856,-8.166903274]]]}",400.jpg
401,401,JALAN PATTIMURA,JALAN LETJEN WITARMIN,JALAN DR. SOETOMO,DADAPAN,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,486.0738694,3,"0,5",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.2102208,-8.170099431,112.2080505,-8.169717212,112.2058697,-8.16939459,"{""type"":""MultiLineString"",""coordinates"":[[[112.210220825,-8.170099431],[112.209833943,-8.170016841],[112.209603284,-8.169976853],[112.209290983,-8.169939503],[112.208940122,-8.169856804],[112.208301033,-8.169755824],[112.207585069,-8.169645501],[112.20727031,-8.169589014],[112.206919587,-8.169551776],[112.206537609,-8.169502667],[112.206263688,-8.169450843],[112.205869681,-8.16939459]]]}",401.jpg
402,402,JALAN MASA DEPAN,JALAN LETJEN WITARMIN,MAKAM,DADAPAN,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,174.6426546,3,"0,5",4,PAVING,3,RUSAK RINGAN,,112.2102487,-8.170102697,112.2110236,-8.17026731,112.2117915,-8.17046178,"{""type"":""MultiLineString"",""coordinates"":[[[112.210248691,-8.170102697],[112.210820592,-8.170220625],[112.21134447,-8.170341088],[112.211791504,-8.170461781]]]}",402.jpg
403,403,JALAN BARAT SAWAH,JALAN DIPONEGORO,JALAN BARAT SAWAH,DADAPAN,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,191.1621181,2.7,0,5,TANAH,4,RUSAK BERAT,,112.2020841,-8.166642193,112.2013323,-8.167073101,112.2006003,-8.167531926,"{""type"":""MultiLineString"",""coordinates"":[[[112.2020841,-8.166642193],[112.201580669,-8.166933214],[112.201307365,-8.167087163],[112.20111804,-8.167216936],[112.200986198,-8.167296288],[112.200842342,-8.167373284],[112.200729646,-8.167431045],[112.200650556,-8.167483921],[112.20060027,-8.167531925]]]}",403.jpg
404,404,JALAN MT. HARYONO,JALAN LETJEN WITARMIN,KELURAHAN SUTOJAYAN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,171.8909016,3,"1/0,3",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.2101527,-8.170928491,112.2109251,-8.171036246,112.2116975,-8.171144001,"{""type"":""MultiLineString"",""coordinates"":[[[112.210152721,-8.17092849],[112.211697505,-8.171144002]]]}",404.jpg
405,405,JALAN IMAM BONJOL,JALAN LETJEN WITARMIN,JALAN R.A. KARTINI,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,491.6029257,3,"1/0,6",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.21012,-8.170920453,112.2079139,-8.170596538,112.2057019,-8.170316309,"{""type"":""MultiLineString"",""coordinates"":[[[112.210120036,-8.170920453],[112.209468974,-8.170831475],[112.208858686,-8.170725624],[112.208181165,-8.170622366],[112.207844864,-8.170589871],[112.207465229,-8.170521614],[112.206569136,-8.170404649],[112.205701946,-8.170316309]]]}",405.jpg
406,406,JALAN DR. SOETOMO,JALAN DEWI SARTIKA,JALAN WACHID HASYIM,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,725.4821669,3,1,1,HOTMIX,4,RUSAK BERAT,SALURAN AIR,112.2049908,-8.173731484,112.2056541,-8.170519142,112.2062928,-8.167302721,"{""type"":""MultiLineString"",""coordinates"":[[[112.204990797,-8.173731483],[112.205184973,-8.172816865],[112.205367161,-8.171909459],[112.205570575,-8.170872781],[112.205701946,-8.170316309],[112.205869681,-8.16939459],[112.206081268,-8.168200922],[112.206292849,-8.167302722]]]}",406.jpg
407,407,JALAN VETERAN,JALAN R.A. KARTINI,JALAN M. TAMRIN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,215.3110401,3,1,1,HOTMIX,2,SEDANG,SALURAN AIR,112.2080169,-8.172018522,112.2089837,-8.17214136,112.2099508,-8.172275947,"{""type"":""MultiLineString"",""coordinates"":[[[112.208016853,-8.172018522],[112.208273979,-8.17207518],[112.20856459,-8.172086276],[112.209258887,-8.172177519],[112.209561562,-8.17220772],[112.209950805,-8.172275946]]]}",407.jpg
408,408,JALAN RADEN FATAH,JALAN DR. SOETOMO,JALAN R.A. KARTINI,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,289.3297161,3,"0,3",3,BETON,4,RUSAK BERAT,SUNGAI,112.2053672,-8.17190946,112.2066697,-8.172069135,112.207969,-8.172251043,"{""type"":""MultiLineString"",""coordinates"":[[[112.205367161,-8.171909459],[112.205919752,-8.171993952],[112.206777333,-8.172079927],[112.207435558,-8.172154532],[112.207968974,-8.172251043]]]}",408.jpg
409,409,JALAN R.A. KARTINI,JALAN TRISULA,JALAN DIPONEGORO,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,1013.286302,3,"0,3/0,3",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.2072292,-8.177799702,112.207848,-8.173263614,112.2083888,-8.168717777,"{""type"":""MultiLineString"",""coordinates"":[[[112.207229199,-8.177799702],[112.207219442,-8.177749483],[112.207282836,-8.177268345],[112.207388274,-8.176394668],[112.20750342,-8.175554461],[112.207588324,-8.175039761],[112.207698846,-8.174259387],[112.207835453,-8.173368867],[112.207968974,-8.172251043],[112.208016853,-8.172018522],[112.208180547,-8.170622306],[112.208275321,-8.169751862],[112.208379499,-8.16901718],[112.208398142,-8.168828094],[112.208388754,-8.168717777]]]}",409.jpg
410,410,JALAN SAM RATULANGI,JALAN R.A. KARTINI,JALAN LETJEN WITARMIN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,218.5726949,3,"0,8/1",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.2078355,-8.173368867,112.2088,-8.173598837,112.2097676,-8.173815326,"{""type"":""MultiLineString"",""coordinates"":[[[112.207835453,-8.173368867],[112.208652543,-8.173565026],[112.209445576,-8.173746899],[112.209767579,-8.173815326]]]}",410.jpg
411,411,JALAN TEUKU UMAR,JALAN LETJEN WITARMIN,JALAN R.A. KARTINI,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,223.1519906,3,1-Jan,2,ASPAL,3,RUSAK RINGAN,SALURAN AIR,112.2073888,-8.176390628,112.2084009,-8.176418379,112.2094106,-8.17648912,"{""type"":""MultiLineString"",""coordinates"":[[[112.207388828,-8.176390628],[112.207964648,-8.176400125],[112.208264868,-8.176411192],[112.209079101,-8.17645422],[112.209410612,-8.17648912]]]}",411.jpg
412,412,JALAN DEWI SARTIKA,JALAN R.A. KARTINI,JALAN PANDANARUM,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,1084.115077,3,"1,2/1,3",1,HOTMIX,3,RUSAK RINGAN,SUNGAI,112.2076988,-8.174259387,112.2028781,-8.173310396,112.2001852,-8.176069164,"{""type"":""MultiLineString"",""coordinates"":[[[112.207698846,-8.174259387],[112.206511823,-8.174028438],[112.205396887,-8.173811628],[112.204990797,-8.173731483],[112.203875862,-8.173514669],[112.202251469,-8.173182119],[112.201434481,-8.173019445],[112.201343176,-8.173002967],[112.201275963,-8.173012738],[112.201194408,-8.173044087],[112.201158529,-8.173092048],[112.200970396,-8.173621412],[112.200677772,-8.174543501],[112.200547051,-8.174998517],[112.200332801,-8.175628454],[112.200185226,-8.176069164]]]}",412.jpg
413,413,JALAN DEWI SARTIKA GANG 1,JALAN DEWI SARTIKA,JALAN BUNTU,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,92.41526596,3,0,3,BETON,4,RUSAK BERAT,LUAS DILAPANGAN 2M,112.2005471,-8.174998517,112.200955,-8.175095209,112.2013688,-8.175161178,"{""type"":""MultiLineString"",""coordinates"":[[[112.200547051,-8.174998517],[112.201015673,-8.175109586],[112.201368847,-8.175161178]]]}",413.jpg
414,414,JALAN DEWI SARTIKA GANG 2,JALAN DEWI SARTIKA,JALAN BUNTU,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,105.5857441,3,0,3,BETON,4,RUSAK BERAT,,112.2003328,-8.175628454,112.200792,-8.17576422,112.2012581,-8.175874555,"{""type"":""MultiLineString"",""coordinates"":[[[112.200332801,-8.175628454],[112.200739022,-8.175751672],[112.201258111,-8.175874555]]]}",414.jpg
415,415,JALAN ERLANGGA,JALAN LETJEN WITARMIN,KELURAHAN SUTOJAYAN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,165.4488424,3,"0,5/0,3",2,ASPAL,3,RUSAK RINGAN,,112.2094707,-8.176493726,112.2102211,-8.17651477,112.2109694,-8.176561022,"{""type"":""MultiLineString"",""coordinates"":[[[112.209470662,-8.176493726],[112.210241606,-8.176515347],[112.210580335,-8.176555009],[112.210969394,-8.176561022]]]}",415.jpg
416,416,JALAN PANJAITAN,JALAN LETJEN WITARMIN,KELURAHAN SUTOJAYAN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,161.7303489,3,"0,3/0,3",3,BETON,3,RUSAK RINGAN,,112.2093702,-8.177424815,112.2101005,-8.177496804,112.2108307,-8.177568794,"{""type"":""MultiLineString"",""coordinates"":[[[112.209370204,-8.177424814],[112.210830746,-8.177568794]]]}",416.jpg
417,417,JALAN SUDIRMAN,JALAN LETJEN WITARMIN,KELURAHAN SUTOJAYAN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,153.6275474,3,"0,5/0,5",1,HOTMIX,2,SEDANG,SALURAN AIR,112.2093096,-8.178042331,112.2100034,-8.178109363,112.2106957,-8.178188926,"{""type"":""MultiLineString"",""coordinates"":[[[112.209309627,-8.178042331],[112.210438659,-8.178151412],[112.210695733,-8.178188926]]]}",417.jpg
418,418,JALAN CUT NYAK DIEN,JALAN R.A. KARTINI,JALAN LETJEN WITARMIN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,225.1706098,3,0,3,BETON,3,RUSAK RINGAN,SALURAN AIR,112.2072828,-8.177268346,112.2083016,-8.177345029,112.2093198,-8.177427358,"{""type"":""MultiLineString"",""coordinates"":[[[112.207282836,-8.177268345],[112.208135567,-8.177335189],[112.208712029,-8.177369356],[112.209319781,-8.177427358]]]}",418.jpg
419,419,JALAN TRISULA,JALAN R.A. KARTINI,JALAN LETJEN WITARMIN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,223.4166414,3,"0,7/0,5",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.2072292,-8.177799702,112.208237,-8.177908049,112.2092424,-8.178037747,"{""type"":""MultiLineString"",""coordinates"":[[[112.207229199,-8.177799702],[112.208045961,-8.177883402],[112.209242371,-8.178037747]]]}",419.jpg
420,420,JALAN CAKRANINGRAT,JALAN PANDANARUM,SUNGAI,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,335.5931544,3,"0,5/0,3",3,BETON,4,RUSAK BERAT,,112.2088516,-8.18064943,112.2085838,-8.182142782,112.2082722,-8.183627772,"{""type"":""MultiLineString"",""coordinates"":[[[112.208851592,-8.18064943],[112.208790256,-8.181015707],[112.208698285,-8.181575892],[112.208596535,-8.182078678],[112.208460415,-8.182764195],[112.208272193,-8.183627771]]]}",420.jpg
421,421,JALAN GANG SUDIRMAN,JALAN SUDIRMAN,JALAN ETAN SAWAH,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,409.0871529,3,0,3,BETON,4,RUSAK BERAT,,112.2104387,-8.178151412,112.2100941,-8.179964292,112.2097772,-8.181785619,"{""type"":""MultiLineString"",""coordinates"":[[[112.210438659,-8.178151412],[112.210403727,-8.178512825],[112.21033027,-8.178840855],[112.210316337,-8.178998819],[112.210259236,-8.179176055],[112.210223726,-8.179346048],[112.210188101,-8.179477757],[112.210143209,-8.179721954],[112.210084052,-8.18001405],[112.210053663,-8.180289309],[112.209989703,-8.180581418],[112.209954417,-8.180825587],[112.209904809,-8.181098512],[112.2097772,-8.181785619]]]}",421.jpg
422,422,JALAN ETAN SAWAH,JALAN CAKRANINGRAT,JALAN GROWONGSO,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,468.567312,3,"0,5/0,5",3,BETON,4,RUSAK BERAT,,112.2086983,-8.181575892,112.2107863,-8.181972061,112.2127841,-8.182659535,"{""type"":""MultiLineString"",""coordinates"":[[[112.208698285,-8.181575892],[112.20941678,-8.181722093],[112.2097772,-8.181785619],[112.210392315,-8.181893844],[112.210630193,-8.181936201],[112.210815238,-8.181978716],[112.210909012,-8.182016719],[112.211007661,-8.182078636],[112.211164063,-8.182178664],[112.211284304,-8.182233337],[112.211555912,-8.182311483],[112.211858746,-8.182391929],[112.212188113,-8.18251058],[112.212784141,-8.182659535]]]}",422.jpg
423,423,JALAN M. TAMRIN,JALAN VETERAN,KELURAHAN SUTOJAYAN,KEDUNGBUNDER,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,180.8450851,3,"0,5/1",1,HOTMIX,3,RUSAK RINGAN,SALURAN AIR,112.2099862,-8.172266548,112.2108033,-8.17234125,112.2116103,-8.172477036,"{""type"":""MultiLineString"",""coordinates"":[[[112.209986249,-8.172266548],[112.210999945,-8.172359225],[112.211269,-8.172389526],[112.211610272,-8.172477036]]]}",423.jpg
424,424,JALAN GANG TEUKU UMAR,JL.R.A.KARTINI,JL. TEUKU UMAR,DADAPAN,16,1002,KEDUNGBUNDER,6,35.05.12,SUTOJAYAN,232.5402627,2.7,1,3,BETON,3,RUSAK RINGAN,SALURAN KIRI,112.2075883,-8.175039761,112.2081888,-8.175555943,112.2082649,-8.176411192,"{""type"":""MultiLineString"",""coordinates"":[[[112.207588324,-8.175039761],[112.207847826,-8.175086841],[112.208176998,-8.175143285],[112.20822748,-8.175159883],[112.208234763,-8.175186182],[112.208242112,-8.175234015],[112.208190223,-8.175547623],[112.208143037,-8.175827719],[112.208136041,-8.175897131],[112.208136127,-8.175925844],[112.208164966,-8.175932935],[112.208232208,-8.175932734],[112.208309039,-8.17592772],[112.208333091,-8.175939612],[112.208337995,-8.175973096],[112.208264868,-8.176411192]]]}",424.jpg
425,425,JALAN SAWAH BATAS DESA,PERTIGAAN TOKO GAS,DESA TINGAL,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,101.4958757,3,"0,5",2,ASPAL,2,SEDANG,SALURAN AIR,112.2435799,-8.08809725,112.2436437,-8.088551678,112.2437075,-8.089006107,"{""type"":""MultiLineString"",""coordinates"":[[[112.243579907,-8.088097249],[112.243707541,-8.089006107]]]}",425.jpg
426,426,JALAN RT 03 RW 01 BENCE 1,JALAN GARUM-SAWENTAR,PERTIGAAN TOKO GAS,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,444.363828,3,1,2,ASPAL,3,RUSAK RINGAN,BAHU JALAN,112.2396121,-8.087630756,112.2416043,-8.087937561,112.2435799,-8.08809725,"{""type"":""MultiLineString"",""coordinates"":[[[112.23961214,-8.087630756],[112.241745172,-8.087959265],[112.242110316,-8.088025152],[112.242379364,-8.088072189],[112.242744595,-8.088166789],[112.242936815,-8.088214058],[112.243579907,-8.088097249]]]}",426.jpg
427,427,JALAN PLOSOREJO,JALAN GARUM-SAWENTAR,PERTIGAAN SAWAH PLOSOREJO,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,872.8611373,3,1,2,ASPAL,3,RUSAK RINGAN,SALURAN AIR,112.2396237,-8.087423788,112.235803,-8.086398007,112.2326639,-8.084885745,"{""type"":""MultiLineString"",""coordinates"":[[[112.239623712,-8.087423788],[112.238316683,-8.087121478],[112.237788075,-8.086989085],[112.235019694,-8.086164781],[112.235002515,-8.086108564],[112.234997569,-8.086060723],[112.23508256,-8.0855867],[112.235072781,-8.085529303],[112.235010285,-8.085505565],[112.232663859,-8.084885745]]]}",427.jpg
428,428,JALAN SAWAH,REL KAI,DESA TINGAL,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,821.1112587,3,1,5,TANAH,4,RUSAK BERAT,SALURAN AIR,112.2331369,-8.077803456,112.2328277,-8.08149637,112.2326933,-8.085083577,"{""type"":""MultiLineString"",""coordinates"":[[[112.233136945,-8.077803457],[112.233042348,-8.078277509],[112.232972123,-8.078871126],[112.232906352,-8.079349877],[112.232856277,-8.080254492],[112.232835348,-8.081269086],[112.232813329,-8.081924769],[112.232808804,-8.082015708],[112.232847378,-8.082068232],[112.232933984,-8.082125397],[112.232991707,-8.082158722],[112.233015861,-8.082206504],[112.23298785,-8.082469793],[112.232663487,-8.084763038],[112.232663923,-8.084906602],[112.232693271,-8.085083578]]]}",428.jpg
429,429,JALAN RICEMILL,JALAN GARUM-SAWENTAR,JALAN LINGKUNGAN 03/05,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,387.3393957,2.5,"0,5",2,ASPAL,4,RUSAK BERAT,SALURAN AIR,112.2400593,-8.086260743,112.2417933,-8.086529904,112.2417452,-8.087959265,"{""type"":""MultiLineString"",""coordinates"":[[[112.240059329,-8.086260743],[112.242115496,-8.086579913],[112.242106097,-8.086646938],[112.241745172,-8.087959265]]]}",429.jpg
430,430,JALAN SELATAN REL 2,JALAN RAYA CANDI CUNGKUP,JALAN LINGKUNGAN BENCE,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,362.7246844,3,1,2,ASPAL,3,RUSAK RINGAN,BAHU JALAN,112.241382,-8.082265612,112.2398461,-8.081748902,112.2384017,-8.081202695,"{""type"":""MultiLineString"",""coordinates"":[[[112.241382026,-8.082265612],[112.239920978,-8.08183935],[112.239843916,-8.081763015],[112.239862743,-8.081638535],[112.23981458,-8.081590826],[112.238968771,-8.081363685],[112.238401669,-8.081202695]]]}",430.jpg
431,431,JALAN SELATAN KAI,REL KAI,JALAN SELATAN REL 2,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,96.79770062,3,1,2,ASPAL,3,RUSAK RINGAN,BAHU JALAN,112.2382555,-8.080494882,112.2384818,-8.080772109,112.2384017,-8.081202695,"{""type"":""MultiLineString"",""coordinates"":[[[112.238255456,-8.080494882],[112.238274897,-8.080571391],[112.23845748,-8.080609122],[112.238496156,-8.080695144],[112.238401669,-8.081202695]]]}",431.jpg
432,432,JALAN CANDI CUNGKUP 1,JALAN RAYA CANDI CUNGKUP,GANG TIMUR SMA,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,172.452845,3,"0,5",3,BETON,3,RUSAK RINGAN,BAHU JALAN,112.2418768,-8.080751889,112.2412831,-8.080524252,112.2415089,-8.079776762,"{""type"":""MultiLineString"",""coordinates"":[[[112.241876784,-8.080751889],[112.241242663,-8.080658104],[112.241508869,-8.079776762]]]}",432.jpg
433,433,GANG TIMUR,JALAN TIMUR SMA,BUNTU,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,72.74518366,2,0,4,PAVING,2,SEDANG,,112.2408741,-8.079596694,112.2411915,-8.079686728,112.2415089,-8.079776762,"{""type"":""MultiLineString"",""coordinates"":[[[112.240874093,-8.079596693],[112.241508869,-8.079776762]]]}",433.jpg
434,434,JALAN TIMUR SMA,JALAN NASIONAL,JALAN UTARA REL KAI,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,221.5344828,3,0,4,PAVING,3,RUSAK RINGAN,,112.2411221,-8.078926115,112.2407867,-8.079869486,112.2405866,-8.080850211,"{""type"":""MultiLineString"",""coordinates"":[[[112.241122128,-8.078926115],[112.240817332,-8.079750148],[112.240684463,-8.080267386],[112.240586564,-8.080850211]]]}",434.jpg
435,435,JALAN BARAT SMA,JALAN NASIONAL,BUNTU,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,196.545325,3,"0,5",3,BETON,2,SEDANG,BAHU JALAN,112.2401511,-8.078574932,112.2398479,-8.079410525,112.2395608,-8.080251652,"{""type"":""MultiLineString"",""coordinates"":[[[112.240151101,-8.078574932],[112.239713023,-8.07978221],[112.239560799,-8.080251651]]]}",435.jpg
436,436,JALAN LOGAM JAYA,JALAN NASIONAL,JALAN UTARA REL KAI,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,248.6808963,3,1,2,ASPAL,3,RUSAK RINGAN,SALURAN AIR,112.2392377,-8.078233144,112.2388019,-8.079270194,112.2383701,-8.080283972,"{""type"":""MultiLineString"",""coordinates"":[[[112.239237724,-8.078233143],[112.238770542,-8.079344798],[112.238598526,-8.079622879],[112.238483868,-8.079814647],[112.23847482,-8.079996524],[112.238398371,-8.080121179],[112.238370057,-8.080283972]]]}",436.jpg
437,437,JALAN AR-RAYAN,JALAN NASIONAL,JALAN LOGAM JAYA,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,272.6292544,2,"0,5",3,BETON,3,RUSAK RINGAN,BAHU JALAN,112.2383916,-8.077910291,112.2381271,-8.079057401,112.2380094,-8.080151186,"{""type"":""MultiLineString"",""coordinates"":[[[112.238391631,-8.077910291],[112.238163278,-8.078609667],[112.238173145,-8.078695777],[112.238240572,-8.07876257],[112.238126236,-8.079059618],[112.238126469,-8.079136186],[112.238290049,-8.079240972],[112.238299885,-8.07931751],[112.238009393,-8.080151185]]]}",437.jpg
438,438,JALAN MUSHOLA AN-NUR,JALAN NASIONAL,REL KAI,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,252.433488,3,0,3,BETON,3,RUSAK RINGAN,,112.2369784,-8.077426444,112.2366821,-8.078528835,112.2365914,-8.079619382,"{""type"":""MultiLineString"",""coordinates"":[[[112.236978443,-8.077426444],[112.236674571,-8.078556745],[112.236666075,-8.078920471],[112.236561223,-8.079179205],[112.236571264,-8.07932274],[112.236648616,-8.079494786],[112.236591374,-8.079619382]]]}",438.jpg
439,439,JALAN UTARA REL,JALAN MUSHOLA AN-NUR,JALAN RAYA CANDI CUNGKUP,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,599.9914116,3,1,3,BETON,3,RUSAK RINGAN,SALURAN AIR,112.2365914,-8.079619382,112.2391612,-8.080508057,112.2418296,-8.08101045,"{""type"":""MultiLineString"",""coordinates"":[[[112.236591374,-8.079619382],[112.237235564,-8.079866281],[112.238370057,-8.080283972],[112.239907955,-8.08071958],[112.240378847,-8.080823432],[112.241829557,-8.081010449]]]}",439.jpg
440,440,JALAN TUKANG KAYU/JALAN LINGKUNGAN BENCE 440,JALAN BROTO,JALAN MASJID,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,461.0155993,3,1,2,ASPAL,4,RUSAK BERAT,SALURAN AIR,112.2312414,-8.073806749,112.2332637,-8.074333011,112.2352876,-8.074856942,"{""type"":""MultiLineString"",""coordinates"":[[[112.231241386,-8.073806749],[112.231990939,-8.073967202],[112.23277911,-8.074194533],[112.233740287,-8.074469197],[112.235287619,-8.074856942]]]}",440.jpg
441,441,GANG MASJID,JALAN MASJID,RUMAH TUKANG KAYU,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,256.726089,2,0,3,BETON,3,RUSAK RINGAN,SALURAN AIR,112.2350369,-8.075574408,112.2339306,-8.075215413,112.2336339,-8.074438795,"{""type"":""MultiLineString"",""coordinates"":[[[112.235036916,-8.075574408],[112.234376782,-8.075347814],[112.233482856,-8.075082521],[112.233434693,-8.07503481],[112.233633894,-8.074438794]]]}",441.jpg
442,442,JALAN MASJID AL-AMIN,JALAN NASIONAL,JALAN MASJID UTARA,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,204.2141,4,1,2,ASPAL,2,SEDANG,SALURAN AIR,112.2346783,-8.076600712,112.234983,-8.075728827,112.2352876,-8.074856942,"{""type"":""MultiLineString"",""coordinates"":[[[112.234678296,-8.076600711],[112.235287619,-8.074856942]]]}",442.jpg
443,443,JALAN MASJID UTARA,JALAN MASJID AL-AMIN,JALAN MUSHOLA NURUL HIDAYAH,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,275.1794575,4,1,2,ASPAL,2,SEDANG,SALURAN AIR DAN SUNGAI,112.2352876,-8.074856942,112.2358005,-8.07374753,112.2370316,-8.073578726,"{""type"":""MultiLineString"",""coordinates"":[[[112.235287619,-8.074856942],[112.235668698,-8.073850833],[112.235754866,-8.073764432],[112.235937126,-8.073696885],[112.237031555,-8.073578726]]]}",443.jpg
444,444,JALAN TUGU PSHT RAYON BENCE,TUGU PSHT RAYON BENCE,PEREMPATAN BARAT TK AL-HIDAYAH,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,597.7008466,3,1,2,ASPAL,3,RUSAK RINGAN,BAHU JALAN,112.2405542,-8.076121135,112.2379142,-8.075512212,112.2352876,-8.074856942,"{""type"":""MultiLineString"",""coordinates"":[[[112.240554159,-8.076121135],[112.240458103,-8.076114248],[112.239391283,-8.075839921],[112.237603833,-8.075443348],[112.237008017,-8.075311155],[112.236364096,-8.075150394],[112.236114089,-8.075045868],[112.235710486,-8.074960947],[112.235287619,-8.074856942]]]}",444.jpg
445,445,JALAN LINGKUNGAN BENCE 03/01,JALAN TUGU PSHT RAYON BENCE,MUSHOLA NURUL HIDAYAH,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,178.0990461,3,0,3,BETON,3,RUSAK RINGAN,,112.2374838,-8.075416713,112.2377034,-8.074642116,112.2378679,-8.073853757,"{""type"":""MultiLineString"",""coordinates"":[[[112.237483785,-8.075416713],[112.237688048,-8.074715695],[112.237867888,-8.073853757]]]}",445.jpg
446,446,JALAN MUSHOLA NURUL HIDAYAH,JALAN MASJID,JALAN BENCE TIMUR,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,480.0263599,4,1,2,ASPAL,2,SEDANG,SALURAN AIR,112.2370316,-8.073578726,112.2390951,-8.074271589,112.2411557,-8.074973181,"{""type"":""MultiLineString"",""coordinates"":[[[112.237031555,-8.073578726],[112.237867888,-8.073853757],[112.24115567,-8.074973181]]]}",446.jpg
447,447,JALAN LINGKUNGAN BENCE 447,JALAN BENCE TIMUR,JALAN LINGKUNGAN BENCE 03/01,BENCE 1,1,1006,BENCE,1,35.05.11,GARUM,429.8464578,3,0,3,BETON,3,RUSAK RINGAN,,112.2408499,-8.075481372,112.2389867,-8.074908348,112.2371298,-8.074315399,"{""type"":""MultiLineString"",""coordinates"":[[[112.240849913,-8.075481373],[112.238754398,-8.074836891],[112.237731749,-8.074506247],[112.237129831,-8.074315399]]]}",447.jpg
