ID_RUAS,NO_RUAS,NAMA_RUAS,PANGKAL_RUAS,UJUNG_RUAS,LINGKUNGAN,ID_KELURAHAN,KODE_KELURAHAN,KELURAHAN,ID_KECAMATAN,,KECAMATAN,PANJANG,LEBAR,BAHU_JALAN,ID_PERKERASAN,PERKERASAN,ID_KONDISI,KONDISI,UTILITAS,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,GEOMETRY,IMAGE
11,11,JLN WILIS,KEL SRENGAT ( TEGALA ),JLN KAWI,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,154.5849497,3,"1/0,5",2,ASPAL,2,SEDANG,,112.0669616,-8.07157037,112.0676628,-8.071582899,112.0683639,-8.071595428,"{""type"":""MultiLineString"",""coordinates"":[[[112.066961632,-8.07157037],[112.068363869,-8.071595428]]]}",11.jpg
12,12,JLN KAWI GG IV,JL KAWI,JL MASJID,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,217.2137104,4,0,4,PAVING,2,SEDANG,,112.0683825,-8.071375233,112.0693641,-8.071460585,112.0703422,-8.071571117,"{""type"":""MultiLineString"",""coordinates"":[[[112.068382498,-8.071375233],[112.070092383,-8.071523913],[112.07034221,-8.071571117]]]}",12.jpg
13,13,JLN BROMO,KEL SRENGAT ( PERTIGAAN),KEL DANDONG,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,456.3648973,4,"0,7/0,5",1,HOTMIX,3,RUSAK RINGAN,SALURAN KIRI SETELAH PAGAR,112.0663019,-8.072701537,112.0690564,-8.072682962,112.0718111,-8.07274021,"{""type"":""MultiLineString"",""coordinates"":[[[112.066301928,-8.072701537],[112.067070163,-8.072670821],[112.068270647,-8.072667689],[112.070441246,-8.072709876],[112.071811131,-8.07274021]]]}",13.jpg
14,14,JLN KAWI GG V,JLN BROMO GG I,JLN KAWI,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,197.7172664,3,"0,5/0,5",2,ASPAL,2,SEDANG,,112.0663536,-8.074079712,112.0672468,-8.073998972,112.0681395,-8.073912338,"{""type"":""MultiLineString"",""coordinates"":[[[112.066353563,-8.074079712],[112.067227317,-8.074000862],[112.068139462,-8.073912338]]]}",14.jpg
15,15,JLN H ZAKARIA,JLN KAWI,KEL DANDONG,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,627.7962276,4,1-Feb,1,HOTMIX,3,RUSAK RINGAN,SALURAN KIRI JALAN,112.0681036,-8.074898305,112.0716815,-8.07489279,112.0752597,-8.074861618,"{""type"":""MultiLineString"",""coordinates"":[[[112.068103637,-8.074898305],[112.069822814,-8.074922529],[112.070408653,-8.074920997],[112.071877976,-8.074888436],[112.073798732,-8.074873829],[112.075259703,-8.074861618]]]}",15.jpg
16,16,JLN BROMO 01,KEL SRENGAT,DESA KERJEN,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,43.12785208,3,"0,5/0,5",2,ASPAL,4,RUSAK BERAT,SALURAN KANAN DAN KIRI JALAN,112.058927,-8.072578304,112.0575473,-8.072571407,112.056139,-8.072485573,"{""type"":""MultiLineString"",""coordinates"":[[[112.058926972,-8.072578304],[112.058847783,-8.072636795],[112.05875784,-8.072672921],[112.058562248,-8.072665393],[112.058362428,-8.072636975],[112.058094232,-8.072606694],[112.05715554,-8.072546133],[112.056138985,-8.072485573]]]}",16.jpg
17,17,JLN KAWI GG III,KEL SRENGAT,JL KAWI,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,94.23719266,3,"1/1,5",2,ASPAL,2,SEDANG,SALURAN KIRI JALAN,112.0671363,-8.075924989,112.0675637,-8.075933445,112.0679911,-8.075941902,"{""type"":""MultiLineString"",""coordinates"":[[[112.067136329,-8.075924988],[112.067991131,-8.075941902]]]}",17.jpg
18,18,JLN PURING,JLN KAWI GG III,JLN BUNTU,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,75.33105307,3,0,5,TANAH,4,RUSAK BERAT,,112.0673313,-8.073990773,112.0673384,-8.074331267,112.0673455,-8.074671761,"{""type"":""MultiLineString"",""coordinates"":[[[112.067331268,-8.073990773],[112.067345527,-8.074671761]]]}",18.jpg
19,19,JLN MUSLIM,JLN KAWI,JLN MASJID,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,285.8922932,3,"1,5/1",2,ASPAL,2,SEDANG,SALURAN KIRI JALAN,112.0678977,-8.07693759,112.0691945,-8.076924971,112.0704908,-8.076921242,"{""type"":""MultiLineString"",""coordinates"":[[[112.067897707,-8.076937591],[112.069242237,-8.076924507],[112.069664762,-8.07690426],[112.070490753,-8.076921242]]]}",19.jpg
20,20,JLN KAWI,JLN RAYA SRENGAT,DS WONOREJO PEREMPATAN,KAUMAN,10,1010,KAUMAN,5,35.05.03,SRENGAT,1681.999605,6,"1,5/1,5",1,HOTMIX,3,RUSAK RINGAN,,112.0690814,-8.06324713,112.0684282,-8.07082078,112.0677479,-8.078392863,"{""type"":""MultiLineString"",""coordinates"":[[[112.069081433,-8.06324713],[112.069053929,-8.063744924],[112.069019593,-8.064383918],[112.068876562,-8.06568842],[112.068848757,-8.066071356],[112.068830127,-8.066291552],[112.068717171,-8.067162861],[112.06869927,-8.06766063],[112.06855886,-8.069048877],[112.068429033,-8.070810388],[112.068382498,-8.071375233],[112.068363869,-8.071595428],[112.068270647,-8.072667689],[112.068139462,-8.073912338],[112.068103637,-8.074898305],[112.067991131,-8.075941902],[112.067897707,-8.076937591],[112.067747867,-8.078392863]]]}",20.jpg
